INDIVIDUAL,Lake,SITE,DATE ,COLLECTOR,# of rocks,rock 1,rock 2,rock 3,rock 4,rock 5,EXAMINED BY,DATE EXAMINED,Microscope,MAGNIFICATION,Order,Family,Genus ,SIZE (mm),Notes 
69,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
70,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
71,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
72,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
73,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
74,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,4,
75,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,4,
76,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,4,
77,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
78,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
79,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
80,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
81,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
82,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
83,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
84,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
85,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,4,
86,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
87,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
88,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
89,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
90,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
91,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
92,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
93,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
94,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
95,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
96,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
97,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
98,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
99,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
100,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
101,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
102,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
103,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
104,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
105,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
106,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
108,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
109,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
110,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
111,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
112,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
113,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
114,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
115,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
116,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
117,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,4,
118,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,4,
119,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,4,
120,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,4,
121,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,4,
122,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
123,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
124,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
125,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
126,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,3,
127,Albion_creek,Albion_creek_belowroad,8/9/18,SY,5,1.8,6,0.25,3.5,0.7,SY,8/20/18,SZ51,0.8,diptera,chironomidae,,2,
1,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
2,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
3,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
4,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
5,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
6,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
7,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
8,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,2,
9,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,5,
10,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,2,
11,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,3,
12,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,5,
13,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,5,
14,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
15,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
16,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
17,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,5,
18,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,6,
19,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,3,
20,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,3,
21,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
22,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,2.5,
23,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
24,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,3,
25,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,3,
26,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
27,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
28,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
29,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
30,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
31,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
32,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
33,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
34,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,3,
35,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
36,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,5,
37,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
38,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,5,
39,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,6,
40,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
41,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
42,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
43,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
44,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
45,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
46,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
47,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
48,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,3.5,
49,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,3,
50,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,3,
51,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,2,
52,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,3,
53,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
54,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
55,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
56,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,3,
57,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
58,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
59,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,3,
60,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,5,
61,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,3,
62,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
63,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,2,
64,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,3,
65,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
66,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
67,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
68,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
1,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,5,
1,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,ephemerop,baetidae ,,8,
1,GL4,Gl4_1E,8/21/18,SY,5,3,2,2,1.5,2,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,4,
1,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,3,
2,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,3,
3,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,3,
4,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,2,
5,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,4,
6,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,10,
7,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,4,
8,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,3,
9,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,3,
10,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,2,
11,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,3,
12,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,4,
13,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,3,
14,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,4,
15,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,4,
16,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,3,
17,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,2,
18,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,10,
19,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,3,
20,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,2,
21,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,4,
22,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,4,
23,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,2,
24,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,2,
25,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,3,
26,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,3,
27,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,3,
28,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,4,
29,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,2,
30,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,2,
31,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,2,
32,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,2,
33,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,3,
34,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,3,
35,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,5,
36,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,3,
37,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,2,
38,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,4,
39,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,2,
40,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,3,
41,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,3,
1,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1,
2,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1,
3,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1,
4,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1,
5,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
6,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1,
7,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1,
8,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
9,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1,
